src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.8784346378018317,0.7991213452507195,0.9752264743945276,0.00017655748524703085,0.768685776599968,0.9238803604893248,0.9034735713120974
