src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.9996301775147929,1.0,0.9992606284658041,0.0858011394739151,0.9997024897907842,0.9997262348234349,0.9997056619951243
