src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.9990747594374538,1.0,0.9981512294324274,1.4055421352386475,0.9996509332147793,0.9997170631240537,0.9992710074043298
source_data,target_data,0.7455712037448043,0.6616056721334956,0.8539471251617674,1.9540493667591363e-05,0.8566566353544082,0.8988959754856878,0.7939471125336042
