src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.8624979802876069,0.7582386363636363,1.0,0.06825034320354462,0.8535538721985011,0.5283469649133389,0.4312030378928658
source_data,target_data,0.982632627882699,0.9957684170032699,0.9698388909704009,0.00854814425110817,0.9962005734551185,0.9856995538715609,0.9653086654634395
source_data,target_data,0.8624979802876069,0.7582386363636363,1.0,0.06825034320354462,0.8535538721985011,0.5283469649133389,0.4312030378928658
source_data,target_data,0.8624979802876069,0.7582386363636363,1.0,0.06825034320354462,0.8535538721985011,0.5283469649133389,0.4312030378928658
source_data,target_data,0.8624979802876069,0.7582386363636363,1.0,0.06825034320354462,0.8535538721985011,0.5283469649133389,0.4312030378928658
source_data,target_data,0.8624979802876069,0.7582386363636363,1.0,0.06825034320354462,0.8535538721985011,0.5283469649133389,0.4312030378928658
source_data,target_data,0.9536399180785701,0.9478164322723909,0.9595354065192956,2.992405891418457,0.9924507628572306,0.9730470488733639,0.9020482793997434
source_data,target_data,0.9619595472258303,0.9529411764705882,0.9711502435369052,14.278529167175293,0.9959740641089498,0.9864512646616348,0.9187154465008023
source_data,target_data,0.9996851495539618,1.0,0.9993704973071273,10.533679962158203,0.9999826246330701,0.9998486310318665,0.9983613767319428
source_data,target_data,0.9920697167755991,0.9977212971078002,0.9864818024263432,1.2718788385391235,0.999722417395885,0.9975207227271659,0.9629449590177894
