src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
target_data,source_data,1.0,1.0,1.0,1.2793883085250854,1.0,1.0,0.9995798789374757
target_data,source_data,1.0,1.0,1.0,1.2793883085250854,1.0,1.0,0.9995798789374757
target_data,source_data,1.0,1.0,1.0,1.2793883085250854,1.0,1.0,0.9995798789374757
target_data,source_data,1.0,1.0,1.0,1.2793883085250854,1.0,1.0,0.9995798789374757
target_data,source_data,0.9999133373775891,1.0,0.9998266897746967,1.2848178148269653,0.9999985110805386,0.9999877967906792,0.9992031025938006
target_data,source_data,0.9999133373775891,1.0,0.9998266897746967,1.2848178148269653,0.9999985110805386,0.9999877967906792,0.9992031025938006
target_data,source_data,0.9999133373775891,1.0,0.9998266897746967,1.2848178148269653,0.9999985110805386,0.9999877967906792,0.9992031025938006
target_data,source_data,0.8583916083916084,0.7519142419601837,1.0,1.0525963306427002,0.5736284412673507,0.15221751968033517,0.4304713453301553
target_data,source_data,0.9238005644402635,0.8583916083916084,1.0,3.243034601211548,0.8922055820764707,0.4462240022475781,0.4618772717553988
target_data,source_data,0.6688963210702341,0.5025125628140703,1.0,16.631139755249023,0.3094948025521598,0.001058579623394438,0.33432447500464596
target_data,source_data,0.6779661016949152,0.5128205128205128,1.0,16.292316436767578,0.31717150211141126,0.04233788502307023,0.37767255827083035
target_data,source_data,0.9617953513224685,0.9264024704065877,1.0,14.708356857299805,0.7930293081804239,0.9198260381593716,0.9597186251378744
