src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.9983416252072969,0.9988938053097345,0.9977900552486187,0.0003125550283584744,0.9998642313503057,0.9999751058513543,0.9988701224518824
