src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.9919875936934608,1.0,0.9841025641025641,0.07573804259300232,0.9961514607720744,0.998756396341101,0.9950461874517749
