src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.6406450430639545,0.9463995668651868,0.4842105263157895,0.0004393842536956072,0.6923517857690255,0.7133221391478157,0.770491826419589
